PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-02800,59,1,1,0,6,0,2,1,1,3683.9,3380,4,12,79000,7,501,N,2,2,2,2,226,225
25-02800,55,2,1,0,6,0,2,1,1,3683.9,7860,11,12,10000,2,501,N,2,2,2,2,155,225
25-00703,53,1,6,4,1,0,2,1,1,2195.3,7390,10,12,120000,8,501,N,2,2,2,2,92,92
25-00703,82,2,3,0,1,0,2,1,1,2195.3,N,N,8,85000,8,501,N,1,1,1,1,68,92
25-00703,49,1,1,0,1,2,4,1,1,2195.3,7860,11,12,107600,8,501,N,2,2,2,2,75,74
25-00703,41,2,1,0,1,2,4,1,1,2195.3,7860,11,10,87000,8,501,N,2,2,2,2,79,74
25-02800,80,2,3,0,1,0,3,1,1,3683.9,N,N,5,19100,3,137,N,2,2,2,2,98,98
25-02800,47,1,4,0,1,0,3,1,1,3683.9,9920,18,5,8100,2,137,N,1,2,2,2,125,98
25-02800,23,1,6,0,1,0,3,1,1,3683.9,8780,15,6,0,0,137,N,2,2,2,2,92,98
25-01000,66,1,1,0,1,0,3,1,1,2447.1,8980,15,4,70000,7,501,N,2,2,2,2,42,42
25-01000,63,2,1,0,1,0,3,1,1,2447.1,8470,13,4,18000,3,501,N,2,2,2,2,54,42
25-01000,33,1,6,0,1,0,3,1,1,2447.1,8690,14,5,50000,6,501,N,2,2,2,2,80,42
25-00503,45,1,1,0,1,3,5,1,2,2872.7,2190,4,10,627000,9,501,N,2,2,2,2,77,76
25-00503,45,2,1,0,1,3,5,1,2,2872.7,N,N,9,0,0,501,N,2,2,2,2,65,76
25-00503,17,1,6,0,1,3,5,1,2,2872.7,N,N,4,0,0,501,N,2,2,2,2,72,76
25-01300,46,1,1,0,1,0,3,1,1,1457.2,7860,11,10,102200,8,501,N,2,2,2,2,77,77
25-01300,55,1,1,0,1,0,3,1,1,1457.2,6970,9,9,112200,8,501,N,2,2,2,2,76,77
25-01300,31,2,6,0,1,0,3,1,1,1457.2,8191,12,9,30000,4,501,N,2,2,2,2,104,77
25-00503,84,1,2,0,1,0,N,1,1,2872.7,N,N,9,59000,6,488,N,2,2,2,2,100,100
25-02800,43,2,1,0,1,2,4,1,1,3683.9,7870,11,10,112000,8,501,N,2,2,2,2,101,100
25-02800,45,1,1,0,1,2,4,1,1,3683.9,9190,15,10,101000,8,501,N,2,2,2,2,101,100
25-01300,47,2,1,0,1,1,3,1,1,1457.2,4195,5,11,310000,9,501,N,2,2,2,2,49,49
25-01300,52,1,1,0,1,1,3,1,1,1457.2,7270,10,9,423000,9,501,N,2,2,2,2,60,49
25-00503,34,2,1,0,1,0,4,1,1,2872.7,7380,10,10,0,0,501,N,2,2,2,2,73,72
25-00503,43,1,1,0,1,0,4,1,1,2872.7,7380,10,10,214980,9,501,N,2,2,2,2,82,72
25-00503,64,1,1,0,1,0,4,1,1,2872.7,7380,10,12,0,0,501,N,2,2,2,2,120,72
25-00503,63,2,1,0,1,0,4,1,1,2872.7,N,N,10,6000,1,501,N,2,2,2,2,92,72
25-01000,43,1,4,0,1,2,3,1,1,2447.1,770,3,5,50000,6,243,N,2,2,2,2,80,80
25-01000,44,2,5,0,1,2,3,1,1,2447.1,6870,9,6,29100,4,219,N,2,2,2,2,76,80
25-01000,37,1,1,0,1,0,2,1,1,2447.1,4670,6,5,40600,5,501,N,2,2,2,2,250,250
25-01000,36,2,1,0,1,0,2,1,1,2447.1,6870,9,9,143000,9,501,N,2,2,2,2,239,250
25-00703,24,2,6,0,1,0,N,1,2,2195.3,5170,6,4,23600,4,178,N,2,2,2,2,119,119
25-00703,29,1,6,0,1,0,N,1,2,2195.3,8561,14,7,600,1,4,N,2,2,2,2,102,119
25-02800,26,2,6,0,1,0,N,1,2,3683.9,8191,12,10,75400,7,501,N,2,2,2,2,73,73
25-02800,26,1,6,0,1,0,N,1,2,3683.9,770,3,10,103000,8,501,N,2,2,2,2,66,73
25-01300,80,1,1,0,1,0,2,1,1,1457.2,N,N,10,194000,9,501,N,2,1,2,2,79,79
25-01300,80,2,1,0,1,0,2,1,1,1457.2,N,N,8,40000,5,501,N,2,1,2,2,78,79
25-00703,32,2,1,0,1,2,6,1,1,2195.3,8191,12,10,2500,1,501,N,2,2,2,2,47,47
25-00703,36,1,1,0,1,2,6,1,1,2195.3,7460,10,9,145200,9,501,N,2,2,2,2,44,47
25-00703,63,1,1,0,1,2,6,1,1,2195.3,7460,10,5,120000,8,501,N,2,2,2,2,45,47
25-00703,58,2,1,0,1,2,6,1,1,2195.3,N,N,5,0,0,501,N,2,2,2,2,46,47
25-00703,42,1,1,0,1,2,4,1,1,2195.3,6870,9,10,630200,9,501,N,2,2,2,2,110,110
25-00703,42,2,1,0,1,2,4,1,1,2195.3,N,N,9,0,0,501,N,2,2,2,2,101,110
25-02800,50,2,4,0,1,0,N,1,2,3683.9,8191,12,10,38000,5,289,N,2,2,2,2,289,289
25-00503,52,1,4,0,1,1,2,1,1,2872.7,7870,11,12,99000,8,501,N,2,2,2,2,76,77
25-00503,17,2,6,0,1,1,2,1,1,2872.7,8590,14,4,3000,1,501,N,2,2,2,2,75,77
25-01000,52,1,4,0,1,0,N,1,2,2447.1,6970,9,10,627600,9,501,N,2,2,2,2,165,166
25-01000,47,2,6,0,1,0,N,1,2,2447.1,6672,8,10,75000,7,501,N,2,2,2,2,140,166
25-00703,57,1,1,0,1,2,4,1,1,2195.3,7870,11,9,73000,7,476,N,2,2,2,2,95,94
25-00703,50,2,1,0,1,2,4,1,1,2195.3,9490,16,9,50000,6,476,N,2,2,2,2,102,94
25-00503,39,1,1,0,1,1,3,1,2,2872.7,6670,8,10,45050,5,501,N,2,2,2,2,79,78
25-00503,39,2,1,0,1,1,3,1,2,2872.7,6670,8,9,60000,6,501,N,2,2,2,2,83,78
25-00703,43,2,1,0,6,0,2,1,1,2195.3,7870,11,12,12000,2,363,N,2,2,2,2,92,92
25-00703,39,1,1,0,1,0,2,1,1,2195.3,9380,16,10,50000,6,363,N,2,2,2,2,65,92
25-01300,41,1,1,0,6,1,3,1,2,1457.2,7380,10,10,155300,9,501,N,2,2,2,2,74,74
25-01300,45,2,1,0,6,1,3,1,2,1457.2,8090,12,9,20600,3,501,N,2,2,2,2,31,74
25-00703,68,2,1,0,1,0,2,1,1,2195.3,9170,15,7,58000,6,501,N,2,2,2,2,71,71
25-00703,66,1,1,0,1,0,2,1,1,2195.3,9170,15,10,20000,3,501,N,2,2,2,2,65,71
25-02800,54,2,1,0,1,0,4,1,1,3683.9,7860,11,7,1200,1,248,N,2,2,2,2,53,54
25-02800,57,1,1,0,1,0,4,1,1,3683.9,8090,12,1,32500,4,248,N,2,2,2,2,55,54
25-02800,22,2,6,0,1,0,4,1,1,3683.9,8670,14,9,6500,1,248,N,2,2,2,2,63,54
25-02800,21,1,6,0,1,0,4,1,1,3683.9,8191,12,5,25000,4,248,N,2,2,2,2,53,54
25-01000,33,2,1,0,1,1,3,1,1,2447.1,8191,12,10,95000,8,501,N,2,2,2,2,116,117
25-01000,33,1,1,0,1,1,3,1,1,2447.1,6970,9,9,125000,9,501,N,2,2,2,2,116,117
25-00703,65,2,4,0,1,0,2,1,1,2195.3,N,N,7,3200,1,184,N,2,1,1,2,53,53
25-00703,26,1,6,0,1,0,2,1,1,2195.3,4670,6,9,25000,4,184,N,2,2,2,2,64,53
25-00703,56,1,4,0,1,0,2,1,1,2195.3,7790,10,5,65000,7,492,N,2,2,2,2,64,53
25-00703,54,1,6,0,1,0,2,1,1,2195.3,1170,4,11,627000,9,501,N,2,2,2,2,64,53
25-00703,24,2,6,0,1,0,2,1,1,2195.3,8470,13,9,31500,4,238,N,2,2,2,2,76,53
25-00503,41,2,1,0,1,1,3,1,1,2872.7,9480,16,10,72350,7,501,N,2,2,2,2,49,49
25-00503,39,1,1,0,1,1,3,1,1,2872.7,770,3,9,94000,8,501,N,2,2,2,2,49,49
25-00703,43,2,1,0,1,4,6,1,1,2195.3,N,N,9,0,0,501,N,2,2,2,2,74,75
25-00703,44,1,1,0,1,4,6,1,1,2195.3,6970,9,9,400000,9,501,N,2,2,2,2,81,75
25-00703,16,1,6,0,1,4,6,1,1,2195.3,N,N,4,0,0,501,N,2,2,2,2,59,75
25-01300,67,2,4,0,1,0,N,1,1,1457.2,9390,16,7,13170,2,108,N,2,2,2,2,82,82
25-01000,49,2,1,0,1,0,2,1,1,2447.1,7970,12,9,144000,9,501,N,2,2,2,2,50,51
25-01000,43,1,1,0,1,0,2,1,1,2447.1,6370,7,5,24000,4,501,N,2,2,2,2,62,51
25-00703,50,1,1,0,1,1,4,1,1,2195.3,9470,16,5,85000,8,501,N,2,2,2,2,335,335
25-00703,55,2,1,0,1,1,4,1,1,2195.3,7470,10,5,75000,7,501,N,2,2,2,2,349,335
25-00703,76,1,4,0,1,1,4,1,1,2195.3,7860,11,5,42900,5,501,N,2,2,2,2,361,335
25-02800,47,2,4,0,1,0,N,1,1,3683.9,4870,6,9,95000,8,501,N,2,2,2,2,92,93
25-02800,61,1,4,0,1,0,N,1,1,3683.9,770,3,7,450000,9,501,N,2,2,2,2,93,93
25-00703,51,2,1,0,1,2,4,1,1,2195.3,7071,9,9,15400,3,501,N,2,2,2,2,62,62
25-00703,56,1,1,0,1,2,4,1,1,2195.3,8090,12,10,200000,9,501,N,2,2,2,2,58,62
25-00703,16,2,6,0,1,2,4,1,1,2195.3,8680,14,4,1000,1,501,N,2,2,2,2,44,62
25-01000,84,1,6,0,1,0,N,1,2,2447.1,N,N,10,16700,3,137,N,2,2,2,2,96,96
25-02800,49,1,6,0,1,0,2,1,1,3683.9,3380,4,9,1000,1,300,N,2,1,2,2,97,97
25-02800,47,1,4,0,1,0,2,1,1,3683.9,6690,8,5,50000,6,300,N,2,2,2,2,115,97
25-00703,49,2,1,0,1,1,3,1,1,2195.3,7390,10,10,208000,9,501,N,2,2,2,2,57,58
25-00703,46,1,1,0,1,1,3,1,1,2195.3,7071,9,10,200840,9,501,N,2,2,2,2,61,58
25-00503,42,2,1,0,6,2,5,1,1,2872.7,6870,9,11,67000,7,501,N,2,2,2,2,71,71
25-00503,48,1,1,0,1,2,5,1,1,2872.7,9170,15,7,118000,8,501,N,2,2,2,2,69,71
25-00503,64,2,2,0,6,2,5,1,1,2872.7,8090,12,9,45000,5,501,N,2,2,2,2,71,71
25-01300,72,1,1,0,1,0,2,1,1,1457.2,8170,12,8,19200,3,501,2,2,2,2,2,68,68
25-01300,75,2,1,0,1,0,2,1,1,1457.2,6870,9,5,67400,7,501,N,2,2,2,2,61,68
25-00703,48,2,1,0,1,2,4,1,1,2195.3,7370,10,9,60,0,501,N,2,2,2,2,84,84
25-00703,49,1,1,0,1,2,4,1,1,2195.3,8191,12,9,160000,9,501,N,2,2,2,2,86,84
25-00703,26,1,6,0,1,2,4,1,1,2195.3,770,3,5,100000,8,501,N,2,2,2,2,100,84
25-02800,39,1,6,0,1,0,N,1,2,3683.9,7490,10,10,-4600,0,0,N,2,2,2,2,129,129
25-00703,70,2,4,0,1,0,2,1,1,2195.3,7570,10,8,1900,1,195,N,2,2,2,2,62,62
25-00703,36,1,6,0,1,0,2,1,1,2195.3,770,3,7,28000,4,195,N,2,2,2,2,81,62
25-01300,74,2,4,0,1,0,3,1,1,1457.2,N,N,5,11100,2,54,N,2,2,2,2,173,173
25-02800,73,2,4,0,1,0,2,1,2,3683.9,N,N,4,10800,2,378,N,1,1,2,1,334,334
25-02800,47,1,6,0,1,0,2,1,2,3683.9,4971,6,5,47000,5,378,N,2,2,2,2,472,334
25-00503,28,2,1,0,6,1,3,1,1,2872.7,7860,11,10,65000,7,318,N,2,2,2,2,89,89
25-00503,29,1,1,0,6,1,3,1,1,2872.7,N,N,10,0,0,318,N,2,2,2,2,127,89
25-01300,40,2,1,0,1,1,4,1,1,1457.2,7870,11,5,65000,7,501,N,2,2,2,2,128,129
25-01300,43,1,1,0,1,1,4,1,1,1457.2,7270,10,6,85000,8,501,N,2,2,2,2,126,129
25-01300,21,2,6,0,1,1,4,1,1,1457.2,8680,14,7,20000,3,501,N,2,2,2,2,145,129
25-01300,16,1,6,0,1,1,4,1,1,1457.2,N,N,4,0,0,501,N,2,2,2,2,137,129
25-01000,87,2,3,0,1,0,N,1,1,2447.1,7970,12,7,54800,6,450,N,2,2,2,2,104,104
25-00503,48,1,2,0,6,0,N,1,1,2872.7,2190,4,10,100020,8,501,N,2,2,2,2,54,54
25-00703,52,2,1,0,1,0,3,1,1,2195.3,4870,6,5,16600,3,368,N,2,2,2,2,48,48
25-00703,54,1,1,0,1,0,3,1,1,2195.3,280,0,5,56000,6,368,N,2,2,2,2,47,48
25-00703,22,2,6,0,1,0,3,1,1,2195.3,4880,6,7,0,0,368,N,2,2,2,2,60,48
25-01000,73,2,3,0,1,0,N,1,1,2447.1,7390,10,10,95900,8,501,N,2,2,2,2,64,64
25-00503,32,2,6,0,1,0,N,1,1,2872.7,7380,10,10,160000,9,501,N,2,2,2,2,94,94
25-02800,68,1,1,0,1,0,2,1,2,3683.9,7290,10,9,87000,8,501,N,2,2,2,2,94,95
25-02800,66,2,1,0,1,0,2,1,2,3683.9,N,N,8,10000,2,501,N,2,2,2,2,85,95
25-00503,39,1,1,0,6,2,4,1,2,2872.7,7380,10,9,117000,8,456,N,2,2,2,2,78,79
25-00503,37,2,1,0,6,2,4,1,2,2872.7,N,N,10,0,0,456,N,2,2,2,2,86,79
25-00703,26,2,6,0,1,0,N,1,1,2195.3,7270,10,9,125000,9,501,N,2,2,2,2,99,100
25-00703,70,2,4,0,1,0,N,1,1,2195.3,N,N,10,79000,7,501,N,2,2,2,2,49,49
25-02800,59,1,1,0,1,1,3,1,1,3683.9,9470,16,10,165000,9,501,N,2,2,2,2,98,98
25-02800,54,2,1,0,1,1,3,1,1,3683.9,5593,6,11,6000,1,501,N,2,2,2,2,98,98
25-02800,17,2,6,0,1,1,3,1,1,3683.9,4880,6,4,4800,1,501,N,2,2,2,2,115,98
25-02800,54,1,1,0,1,0,2,1,1,3683.9,770,3,6,40000,5,351,N,2,2,2,2,82,82
25-02800,52,2,1,0,1,0,2,1,1,3683.9,8660,14,8,20000,3,351,N,2,2,2,2,73,82
25-00503,35,2,1,0,6,2,4,1,2,2872.7,8090,12,10,178000,9,501,N,2,2,2,2,295,295
25-00503,37,1,1,0,6,2,4,1,2,2872.7,7460,10,10,200000,9,501,N,2,2,2,2,284,295
25-00503,15,1,6,0,6,2,4,1,2,2872.7,N,N,3,0,0,501,N,2,2,2,2,213,295
25-01000,62,2,4,0,1,0,N,1,1,2447.1,8170,12,11,28200,4,215,N,2,2,2,2,50,51
25-01000,63,1,4,0,1,0,N,1,1,2447.1,7380,10,11,169500,9,501,N,2,2,2,2,58,51
25-01300,53,2,6,0,1,0,N,1,1,1457.2,N,N,5,1400,1,10,N,2,2,2,2,118,117
25-00703,29,2,1,0,1,0,2,1,1,2195.3,7270,10,11,180000,9,501,N,2,2,2,2,106,107
25-00703,34,1,1,0,1,0,2,1,1,2195.3,7270,10,11,94310,8,501,N,2,2,2,2,122,107
25-00703,66,1,4,0,1,0,N,1,1,2195.3,6991,9,9,150500,9,501,N,2,2,2,2,79,78
25-01000,26,2,1,0,1,0,2,1,1,2447.1,7860,11,9,6000,1,368,N,2,2,2,2,50,50
25-01000,28,1,1,0,1,0,2,1,1,2447.1,7860,11,9,56000,6,368,N,2,2,2,2,56,50
25-02800,78,1,3,0,1,0,5,1,1,3683.9,N,N,5,19500,3,501,N,1,1,1,2,112,112
25-02800,47,2,6,0,1,0,5,1,1,3683.9,7460,10,6,42000,5,501,N,2,2,2,2,132,112
25-02800,25,1,6,0,1,0,5,1,1,3683.9,4870,6,5,30000,4,501,N,1,2,2,2,166,112
25-02800,15,2,6,0,1,0,5,1,1,3683.9,N,N,4,0,0,501,N,2,2,2,2,119,112
25-02800,48,1,2,0,1,0,5,1,1,3683.9,7460,10,5,170000,9,501,N,2,2,2,2,165,112
25-00503,71,1,1,0,1,0,5,1,1,2872.7,N,N,7,190000,9,501,N,2,2,2,2,79,79
25-00503,70,2,1,0,1,0,5,1,1,2872.7,N,N,5,12000,2,501,N,2,2,2,2,86,79
25-00503,45,2,1,0,1,0,5,1,1,2872.7,4090,5,9,60000,6,501,N,2,2,2,2,113,79
25-00503,21,2,6,0,1,0,5,1,1,2872.7,8470,13,5,20000,3,501,N,2,2,2,2,103,79
25-00503,48,1,1,0,1,0,5,1,1,2872.7,6380,7,5,70000,7,501,N,2,2,2,2,140,79
25-00503,64,1,3,0,1,0,2,1,1,2872.7,2190,4,10,126000,9,501,N,2,2,2,2,119,119
25-00503,23,1,6,0,1,0,2,1,1,2872.7,7860,11,5,4000,1,501,N,2,2,2,2,98,119
25-00703,38,1,1,0,1,1,3,1,1,2195.3,7860,11,10,75000,7,501,N,2,2,2,2,106,106
25-00703,36,2,1,0,1,1,3,1,1,2195.3,6970,9,9,72000,7,501,N,2,2,2,2,99,106
25-00503,64,1,1,0,1,0,6,1,1,2872.7,7071,9,5,60000,6,365,N,2,2,2,2,115,114
25-00503,56,2,1,0,1,0,6,1,1,2872.7,N,N,6,0,0,365,N,2,2,2,2,89,114
25-00503,33,1,1,0,1,0,6,1,1,2872.7,770,3,5,40000,5,365,N,2,2,2,2,139,114
25-00503,39,2,1,0,1,0,6,1,1,2872.7,5070,6,5,30000,4,365,N,2,2,2,2,138,114
25-00503,41,1,6,0,2,0,N,1,1,2872.7,7460,10,10,101200,8,501,N,2,2,2,2,178,178
25-00503,33,1,6,2,1,0,N,1,1,2872.7,8080,12,10,190000,9,501,N,2,2,2,2,266,178
25-00703,87,2,3,0,1,0,N,1,1,2195.3,N,N,9,60300,6,495,N,2,2,2,2,50,50
25-01000,63,2,3,0,1,0,N,1,1,2447.1,8170,12,9,12000,2,90,N,2,2,2,2,118,117
25-02800,62,2,4,0,1,0,4,1,1,3683.9,8191,12,9,90000,8,501,N,2,2,2,2,76,76
25-02800,29,2,6,0,1,0,4,1,1,3683.9,8980,15,7,20000,3,501,N,2,2,2,2,96,76
25-02800,28,1,6,0,1,0,4,1,1,3683.9,6890,9,9,60000,6,501,N,2,2,2,2,87,76
25-01000,75,1,1,0,1,0,2,1,1,2447.1,N,N,7,48900,6,501,N,2,2,2,2,86,85
25-01000,75,2,1,0,1,0,2,1,1,2447.1,N,N,9,38600,5,501,N,2,2,2,2,83,85
25-00703,72,2,4,0,1,0,N,1,2,2195.3,N,N,7,13400,2,110,N,2,2,2,2,98,98
25-00703,70,1,1,0,1,0,2,1,1,2195.3,7860,11,9,113000,8,501,N,2,2,2,2,50,49
25-00703,66,2,1,0,1,0,2,1,1,2195.3,N,N,7,12000,2,501,N,2,2,2,2,54,49
25-01300,69,1,1,0,1,0,2,1,1,1457.2,6380,7,5,68400,7,501,N,2,2,2,2,30,30
25-01300,67,2,1,0,1,0,2,1,1,1457.2,N,N,5,10600,2,501,N,2,2,2,2,29,30
25-01300,60,2,1,0,1,0,2,1,1,1457.2,N,N,7,0,0,501,N,2,2,2,2,59,60
25-01300,64,1,1,0,1,0,2,1,1,1457.2,N,N,9,291000,9,501,N,2,2,2,2,58,60
25-02800,55,1,4,0,1,1,2,1,1,3683.9,8561,14,9,-4600,0,0,N,2,2,2,2,67,67
25-02800,17,1,6,0,1,1,2,1,1,3683.9,N,N,4,0,0,0,N,2,2,2,2,80,67
25-00503,66,2,3,0,1,0,N,1,1,2872.7,8470,13,10,111700,8,501,N,2,2,2,2,314,313
25-00703,65,1,1,0,1,0,3,1,1,2195.3,8590,14,5,51010,6,501,N,2,2,2,2,52,51
25-00703,63,2,1,0,1,0,3,1,1,2195.3,5170,6,7,73800,7,501,N,2,2,2,2,62,51
25-00703,90,2,3,0,1,0,3,1,1,2195.3,N,N,5,39600,5,501,N,1,1,2,1,57,51
25-02800,55,2,4,0,1,0,N,1,2,3683.9,9290,15,9,18000,3,135,N,1,1,2,2,85,84
25-00703,43,1,1,0,1,1,3,1,1,2195.3,9470,16,9,130000,9,501,N,2,2,2,2,40,40
25-00703,32,2,1,0,1,1,3,1,1,2195.3,6070,7,5,12000,2,501,N,2,2,2,2,42,40
25-01300,31,1,6,0,1,0,N,1,1,1457.2,3380,4,10,80000,7,501,N,2,2,2,2,60,60
25-01300,27,2,6,0,1,0,N,1,1,1457.2,4971,6,9,24000,4,183,N,2,2,2,2,62,60
25-00703,60,2,1,0,1,0,2,1,1,2195.3,7570,10,9,45000,5,501,N,2,2,2,2,38,38
25-00703,62,1,1,0,1,0,2,1,1,2195.3,7580,10,9,155250,9,501,N,2,2,2,2,36,38
25-01300,86,1,3,0,1,0,N,1,2,1457.2,N,N,5,10300,2,85,N,2,2,2,1,70,70
25-00503,59,1,1,0,6,0,3,1,1,2872.7,7790,10,9,90000,8,501,N,2,2,2,2,130,130
25-00503,54,2,1,0,6,0,3,1,1,2872.7,7380,10,9,49200,6,501,N,2,2,2,2,98,130
25-00503,25,1,6,0,6,0,3,1,1,2872.7,5070,6,12,100000,8,501,N,2,2,2,2,175,130
25-01000,32,1,1,0,1,0,2,1,1,2447.1,6970,9,9,185000,9,501,N,2,2,2,2,188,188
25-01000,33,2,1,0,1,0,2,1,1,2447.1,4585,5,10,150000,9,501,N,2,2,2,2,187,188
25-01300,80,2,3,0,6,0,N,1,2,1457.2,N,N,3,10800,2,88,N,2,2,2,2,78,79
25-00703,39,2,1,0,1,4,6,1,2,2195.3,N,N,9,20,0,302,N,2,2,2,2,441,441
25-00703,38,1,1,0,1,4,6,1,2,2195.3,770,3,9,102000,8,302,N,2,2,2,2,477,441
25-01000,48,2,1,0,1,2,4,1,1,2447.1,8191,12,10,67000,7,416,N,2,2,2,2,127,127
25-01000,46,1,1,0,1,2,4,1,1,2447.1,6380,7,9,40000,5,416,N,2,2,2,2,109,127
25-01000,16,1,6,1,1,2,4,1,1,2447.1,N,N,4,0,0,416,N,2,2,2,2,93,127
25-01000,72,1,1,0,1,0,2,1,1,2447.1,4780,6,7,83000,7,501,N,2,1,2,2,87,87
25-01000,70,2,1,0,1,0,2,1,1,2447.1,N,N,10,40000,5,501,N,2,2,2,2,101,87
25-00703,46,2,1,0,1,2,4,1,1,2195.3,7860,11,9,110400,8,501,N,2,2,2,2,54,54
25-00703,56,1,1,0,1,2,4,1,1,2195.3,5295,6,9,165000,9,501,N,2,2,2,2,58,54
25-00703,15,1,6,0,1,2,4,1,1,2195.3,N,N,4,3200,1,501,N,2,2,2,2,46,54
25-01300,55,1,1,0,1,1,4,1,1,1457.2,7970,12,11,652000,9,501,N,2,2,2,2,60,59
25-01300,56,2,1,0,6,1,4,1,1,1457.2,7870,11,12,80000,7,501,N,2,2,2,2,64,59
25-01300,18,1,6,0,9,1,4,1,1,1457.2,8670,14,4,1140,1,501,N,2,2,2,2,54,59
25-01300,16,1,6,0,9,1,4,1,1,1457.2,N,N,4,160,1,501,N,2,2,2,2,57,59
25-01000,91,2,3,0,1,0,N,1,1,2447.1,6991,9,9,21580,3,177,N,2,2,2,2,50,51
25-00703,44,1,6,0,1,0,N,1,2,2195.3,7290,10,9,95000,8,501,N,2,2,2,2,75,75
25-00503,70,1,1,0,1,0,3,1,1,2872.7,7380,10,9,81500,7,501,N,2,2,2,2,51,51
25-00503,69,2,1,0,1,0,3,1,1,2872.7,N,N,5,33700,4,501,N,2,2,2,2,56,51
25-00503,39,1,6,0,1,0,3,1,1,2872.7,770,3,6,940,1,501,N,2,2,2,2,72,51
25-01300,86,2,3,0,1,0,2,1,1,1457.2,N,N,5,19100,3,501,N,2,2,2,2,57,57
25-01300,54,1,4,0,1,0,2,1,1,1457.2,7390,10,9,129000,9,501,N,2,2,2,2,95,57
25-00503,39,1,6,0,1,0,N,1,1,2872.7,5593,6,9,161200,9,501,N,2,2,2,2,44,44
25-00503,28,2,6,0,1,0,N,1,1,2872.7,7860,11,9,40000,5,305,N,2,2,2,2,41,44
25-02800,49,2,4,0,1,0,N,1,1,3683.9,7780,10,10,235000,9,501,N,2,2,2,2,90,90
25-01300,67,2,3,0,1,0,N,1,1,1457.2,4390,5,9,3000,1,24,N,2,2,2,2,113,113
25-01300,65,2,6,0,1,0,N,1,1,1457.2,4390,5,7,50000,6,409,N,2,2,2,2,114,113
25-00503,41,1,6,0,6,0,N,1,2,2872.7,2190,4,12,125000,9,501,N,2,2,2,2,128,128
25-00703,83,1,4,0,1,0,N,1,1,2195.3,N,N,7,26300,4,215,N,2,2,2,2,76,76
25-01000,54,2,6,0,1,0,N,1,1,2447.1,8370,13,7,55000,6,415,N,2,1,2,2,208,207
25-02800,57,1,6,0,1,0,N,1,1,3683.9,8191,12,5,33000,4,250,N,2,2,2,2,94,94
25-00503,94,2,3,0,1,0,N,1,1,2872.7,N,N,10,94130,8,501,N,2,2,2,2,109,109
25-00703,84,1,1,0,1,0,2,1,1,2195.3,N,N,12,322500,9,501,N,2,2,2,2,54,54
25-00703,94,2,1,0,1,0,2,1,1,2195.3,N,N,9,11000,2,501,N,2,1,2,2,49,54
25-00503,60,2,1,0,1,0,3,1,1,2872.7,7460,10,9,90000,8,501,N,2,2,2,2,89,88
25-00503,60,1,1,0,1,0,3,1,1,2872.7,1990,4,9,40200,5,501,N,2,2,2,2,118,88
25-00503,26,1,6,0,1,0,3,1,1,2872.7,7860,11,8,36000,5,501,N,2,2,2,2,139,88
25-01000,85,1,1,0,1,0,2,1,1,2447.1,9380,16,9,89000,8,501,N,2,2,2,1,67,67
25-01000,81,2,1,0,1,0,2,1,1,2447.1,N,N,9,9200,2,501,N,1,2,2,2,66,67
25-02800,39,2,6,0,1,0,N,1,1,3683.9,8180,12,10,100000,8,501,N,2,2,2,2,91,92
25-01000,57,2,1,0,1,0,3,1,1,2447.1,3390,4,7,80000,7,501,N,2,2,2,2,59,60
25-01000,57,1,1,0,1,0,3,1,1,2447.1,770,3,7,91000,8,501,N,2,2,2,2,66,60
25-01000,31,1,6,0,1,0,3,1,1,2447.1,N,N,5,16700,3,501,N,1,1,1,2,86,60
25-01000,29,2,6,0,1,0,N,1,2,2447.1,8680,14,7,14100,3,107,N,2,2,2,2,137,137
25-01000,24,1,6,0,1,0,N,1,2,2447.1,8680,14,8,44400,5,339,N,2,2,2,2,189,137
25-00503,74,2,4,0,1,0,N,1,1,2872.7,N,N,10,56540,6,462,N,2,2,2,2,107,107
25-01000,85,1,3,0,1,0,N,1,1,2447.1,N,N,9,24000,4,198,N,2,2,2,2,111,110
25-00703,70,1,4,0,1,0,N,1,1,2195.3,5170,6,5,5900,1,48,N,2,2,2,2,104,104
25-01300,66,1,1,0,1,0,3,1,1,1457.2,3365,4,8,64020,7,501,N,2,2,2,2,60,60
25-01300,63,2,1,0,1,0,3,1,1,1457.2,3960,4,8,58220,6,501,N,2,2,2,2,60,60
25-01300,32,1,6,0,1,0,3,1,1,1457.2,1370,4,7,39200,5,501,3,2,2,2,2,85,60
25-00703,53,2,4,0,1,0,N,1,2,2195.3,7780,10,9,42000,5,321,N,2,2,2,2,198,199
25-02800,66,2,4,0,1,0,N,1,1,3683.9,8191,12,5,88800,8,501,N,2,2,2,2,55,56
25-00703,43,1,6,0,1,1,2,1,1,2195.3,7270,10,11,148000,9,501,N,2,2,2,2,103,102
25-00703,43,2,6,0,1,1,2,1,1,2195.3,8090,12,10,4400,1,33,N,2,2,2,2,96,102
25-00703,67,2,4,0,1,0,N,1,1,2195.3,9370,16,10,95800,8,501,N,2,2,2,2,104,105
25-02800,47,1,1,0,1,0,2,1,1,3683.9,1770,4,9,125000,9,501,N,2,2,2,2,100,99
